imagepath,prediction,gtoutput
"kitchen2/0/Action_0138_0_normal.png,kitchen2/0/Action_0150_0_normal.png,kitchen2/0/Action_0163_0_normal.png,kitchen2/0/Action_0175_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, switchon, stove) (male1, walk , kitchentable), (female1, switchon, stove) (male1, walk , kitchentable)","(female1, walk , stove) (male1, put, cutleryknife, sink),(female1, walk , stove) (male1, stand, sink),(female1, walk , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, walk , kitchentable)"
"kitchen2/0/Action_0150_0_normal.png,kitchen2/0/Action_0163_0_normal.png,kitchen2/0/Action_0175_0_normal.png,kitchen2/0/Action_0188_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, switchon, stove) (male1, walk , kitchentable), (female1, switchon, stove) (male1, walk , kitchentable)","(female1, walk , stove) (male1, stand, sink),(female1, walk , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, walk , kitchentable)"
"kitchen2/0/Action_0163_0_normal.png,kitchen2/0/Action_0175_0_normal.png,kitchen2/0/Action_0188_0_normal.png,kitchen2/0/Action_0200_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, walk , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, walk , kitchentable),(female1, switchon, stove) (male1, walk , kitchentable)"
"kitchen2/0/Action_0175_0_normal.png,kitchen2/0/Action_0188_0_normal.png,kitchen2/0/Action_0200_0_normal.png,kitchen2/0/Action_0213_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, walk , kitchentable),(female1, switchon, stove) (male1, walk , kitchentable),(female1, switchon, stove) (male1, walk , kitchentable)"
"kitchen2/0/Action_0188_0_normal.png,kitchen2/0/Action_0200_0_normal.png,kitchen2/0/Action_0213_0_normal.png,kitchen2/0/Action_0225_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, walk , kitchentable),(female1, switchon, stove) (male1, walk , kitchentable),(female1, switchon, stove) (male1, walk , kitchentable),(female1, switchon, stove) (male1, grab , cutleryfork)"
"kitchen2/0/Action_0200_0_normal.png,kitchen2/0/Action_0213_0_normal.png,kitchen2/0/Action_0225_0_normal.png,kitchen2/0/Action_0238_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, switchon, stove) (male1, walk , kitchentable),(female1, switchon, stove) (male1, walk , kitchentable),(female1, switchon, stove) (male1, grab , cutleryfork),(female1, switchon, stove) (male1, stand, kitchentable)"
"kitchen2/0/Action_0213_0_normal.png,kitchen2/0/Action_0225_0_normal.png,kitchen2/0/Action_0238_0_normal.png,kitchen2/0/Action_0250_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, switchon, stove) (male1, walk , kitchentable),(female1, switchon, stove) (male1, grab , cutleryfork),(female1, switchon, stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, stand, kitchentable)"
"kitchen2/0/Action_0225_0_normal.png,kitchen2/0/Action_0238_0_normal.png,kitchen2/0/Action_0250_0_normal.png,kitchen2/0/Action_0275_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, switchon, stove) (male1, grab , cutleryfork),(female1, switchon, stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, walk , kitchentable)"
"kitchen2/0/Action_0238_0_normal.png,kitchen2/0/Action_0250_0_normal.png,kitchen2/0/Action_0275_0_normal.png,kitchen2/0/Action_0288_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, switchon, stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, walk , kitchentable)"
"kitchen2/0/Action_0250_0_normal.png,kitchen2/0/Action_0275_0_normal.png,kitchen2/0/Action_0288_0_normal.png,kitchen2/0/Action_0300_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, walk , kitchencounter)"
"kitchen2/0/Action_0275_0_normal.png,kitchen2/0/Action_0288_0_normal.png,kitchen2/0/Action_0300_0_normal.png,kitchen2/0/Action_0313_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, walk , kitchencounter),(female1, stand , stove) (male1, walk , sink)"
"kitchen2/0/Action_0288_0_normal.png,kitchen2/0/Action_0300_0_normal.png,kitchen2/0/Action_0313_0_normal.png,kitchen2/0/Action_0338_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, walk , kitchencounter),(female1, stand , stove) (male1, walk , sink),(female1, stand , stove) (male1, stand, sink)"
"kitchen2/0/Action_0300_0_normal.png,kitchen2/0/Action_0313_0_normal.png,kitchen2/0/Action_0338_0_normal.png,kitchen2/0/Action_0350_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, walk , kitchencounter),(female1, stand , stove) (male1, walk , sink),(female1, stand , stove) (male1, stand, sink),(female1, stand , stove) (male1, stand, sink)"
"kitchen2/0/Action_0313_0_normal.png,kitchen2/0/Action_0338_0_normal.png,kitchen2/0/Action_0350_0_normal.png,kitchen2/0/Action_0363_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, walk , sink),(female1, stand , stove) (male1, stand, sink),(female1, stand , stove) (male1, stand, sink),(female1, stand , stove) (male1, stand, sink)"
"kitchen2/0/Action_0338_0_normal.png,kitchen2/0/Action_0350_0_normal.png,kitchen2/0/Action_0363_0_normal.png,kitchen2/0/Action_0375_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, stand, sink),(female1, stand , stove) (male1, stand, sink),(female1, stand , stove) (male1, stand, sink),(female1, stand , stove) (male1, walk , kitchentable)"
"kitchen2/0/Action_0350_0_normal.png,kitchen2/0/Action_0363_0_normal.png,kitchen2/0/Action_0375_0_normal.png,kitchen2/0/Action_0388_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, stand, sink),(female1, stand , stove) (male1, stand, sink),(female1, stand , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, walk , kitchentable)"
"kitchen2/0/Action_0363_0_normal.png,kitchen2/0/Action_0375_0_normal.png,kitchen2/0/Action_0388_0_normal.png,kitchen2/0/Action_0400_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, stand, sink),(female1, stand , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, stand, kitchentable)"
"kitchen2/0/Action_0375_0_normal.png,kitchen2/0/Action_0388_0_normal.png,kitchen2/0/Action_0400_0_normal.png,kitchen2/0/Action_0413_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, stand, kitchentable)"
"kitchen2/0/Action_0388_0_normal.png,kitchen2/0/Action_0400_0_normal.png,kitchen2/0/Action_0413_0_normal.png,kitchen2/0/Action_0425_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, stand, kitchentable), (female1, stand , stove) (male1, stand, kitchentable)","(female1, stand , stove) (male1, walk , kitchentable),(female1, stand , stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, stand, kitchentable)"
"kitchen2/0/Action_0400_0_normal.png,kitchen2/0/Action_0413_0_normal.png,kitchen2/0/Action_0425_0_normal.png,kitchen2/0/Action_0438_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, grab , plate)"
"kitchen2/0/Action_0413_0_normal.png,kitchen2/0/Action_0425_0_normal.png,kitchen2/0/Action_0438_0_normal.png,kitchen2/0/Action_0450_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, grab , plate),(female1, stand , stove) (male1, stand, kitchentable)"
"kitchen2/0/Action_0425_0_normal.png,kitchen2/0/Action_0438_0_normal.png,kitchen2/0/Action_0450_0_normal.png,kitchen2/0/Action_0463_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, grab , plate),(female1, stand , stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, walk , kitchencounter)"
"kitchen2/0/Action_0438_0_normal.png,kitchen2/0/Action_0450_0_normal.png,kitchen2/0/Action_0463_0_normal.png,kitchen2/0/Action_0475_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, grab , plate),(female1, stand , stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, walk , kitchencounter),(female1, stand , stove) (male1, walk , sink)"
"kitchen2/0/Action_0450_0_normal.png,kitchen2/0/Action_0463_0_normal.png,kitchen2/0/Action_0475_0_normal.png,kitchen2/0/Action_0488_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, stand, kitchentable),(female1, stand , stove) (male1, walk , kitchencounter),(female1, stand , stove) (male1, walk , sink),(female1, stand , stove) (male1, walk , sink)"
"kitchen2/0/Action_0463_0_normal.png,kitchen2/0/Action_0475_0_normal.png,kitchen2/0/Action_0488_0_normal.png,kitchen2/0/Action_0500_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, walk , kitchencounter),(female1, stand , stove) (male1, walk , sink),(female1, stand , stove) (male1, walk , sink),(female1, stand , stove) (male1, stand , sink)"
"kitchen2/0/Action_0475_0_normal.png,kitchen2/0/Action_0488_0_normal.png,kitchen2/0/Action_0500_0_normal.png,kitchen2/0/Action_0513_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, walk , sink),(female1, stand , stove) (male1, walk , sink),(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, stand , sink)"
"kitchen2/0/Action_0488_0_normal.png,kitchen2/0/Action_0500_0_normal.png,kitchen2/0/Action_0513_0_normal.png,kitchen2/0/Action_0525_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, walk , sink),(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, put, plate, sink)"
"kitchen2/0/Action_0500_0_normal.png,kitchen2/0/Action_0513_0_normal.png,kitchen2/0/Action_0525_0_normal.png,kitchen2/0/Action_0538_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, put, plate, sink),(female1, stand , stove) (male1, stand , sink)"
"kitchen2/0/Action_0513_0_normal.png,kitchen2/0/Action_0525_0_normal.png,kitchen2/0/Action_0538_0_normal.png,kitchen2/0/Action_0550_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, put, plate, sink),(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, stand , sink)"
"kitchen2/0/Action_0525_0_normal.png,kitchen2/0/Action_0538_0_normal.png,kitchen2/0/Action_0550_0_normal.png,kitchen2/0/Action_0563_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, put, plate, sink),(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, stand , sink)"
"kitchen2/0/Action_0538_0_normal.png,kitchen2/0/Action_0550_0_normal.png,kitchen2/0/Action_0563_0_normal.png,kitchen2/0/Action_0575_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, switchon, faucet)"
"kitchen2/0/Action_0550_0_normal.png,kitchen2/0/Action_0563_0_normal.png,kitchen2/0/Action_0575_0_normal.png,kitchen2/0/Action_0588_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, stand, kitchentable), (female1, stand , stove) (male1, stand, kitchentable)","(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, switchon, faucet),(female1, stand , stove) (male1, stand, sink)"
"kitchen2/0/Action_0563_0_normal.png,kitchen2/0/Action_0575_0_normal.png,kitchen2/0/Action_0588_0_normal.png,kitchen2/0/Action_0600_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, switchon, faucet),(female1, stand , stove) (male1, stand, sink),(female1, stand , stove) (male1, grab , dishwashingliquid)"
"kitchen2/0/Action_0575_0_normal.png,kitchen2/0/Action_0588_0_normal.png,kitchen2/0/Action_0600_0_normal.png,kitchen2/0/Action_0613_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, switchon, faucet),(female1, stand , stove) (male1, stand, sink),(female1, stand , stove) (male1, grab , dishwashingliquid),(female1, stand , stove) (male1, put, dishwashingliquid, sink)"
"kitchen2/0/Action_0588_0_normal.png,kitchen2/0/Action_0600_0_normal.png,kitchen2/0/Action_0613_0_normal.png,kitchen2/0/Action_0625_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, stand, sink),(female1, stand , stove) (male1, grab , dishwashingliquid),(female1, stand , stove) (male1, put, dishwashingliquid, sink),(female1, stand , stove) (male1, stand,  sink)"
"kitchen2/0/Action_0600_0_normal.png,kitchen2/0/Action_0613_0_normal.png,kitchen2/0/Action_0625_0_normal.png,kitchen2/0/Action_0638_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, grab , dishwashingliquid),(female1, stand , stove) (male1, put, dishwashingliquid, sink),(female1, stand , stove) (male1, stand,  sink),(female1, stand , stove) (male1, switchoff, faucet)"
"kitchen2/0/Action_0613_0_normal.png,kitchen2/0/Action_0625_0_normal.png,kitchen2/0/Action_0638_0_normal.png,kitchen2/0/Action_0650_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, put, dishwashingliquid, sink),(female1, stand , stove) (male1, stand,  sink),(female1, stand , stove) (male1, switchoff, faucet),(female1, stand , stove) (male1, stand , sink)"
"kitchen2/0/Action_0625_0_normal.png,kitchen2/0/Action_0638_0_normal.png,kitchen2/0/Action_0650_0_normal.png,kitchen2/0/Action_0663_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, stand,  sink),(female1, stand , stove) (male1, switchoff, faucet),(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, walk , kitchencounter)"
"kitchen2/0/Action_0638_0_normal.png,kitchen2/0/Action_0650_0_normal.png,kitchen2/0/Action_0663_0_normal.png,kitchen2/0/Action_0675_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, switchoff, faucet),(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, walk , kitchencounter),(female1, stand , stove) (male1, walk , kitchencounter)"
"kitchen2/0/Action_0650_0_normal.png,kitchen2/0/Action_0663_0_normal.png,kitchen2/0/Action_0675_0_normal.png,kitchen2/0/Action_0688_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, stand , sink),(female1, stand , stove) (male1, walk , kitchencounter),(female1, stand , stove) (male1, walk , kitchencounter),(female1, stand , stove) (male1, open, kitchencabinet)"
"kitchen2/0/Action_0663_0_normal.png,kitchen2/0/Action_0675_0_normal.png,kitchen2/0/Action_0688_0_normal.png,kitchen2/0/Action_0700_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, walk , kitchencounter),(female1, stand , stove) (male1, walk , kitchencounter),(female1, stand , stove) (male1, open, kitchencabinet),(female1, stand , stove) (male1, grab , plate)"
"kitchen2/0/Action_0675_0_normal.png,kitchen2/0/Action_0688_0_normal.png,kitchen2/0/Action_0700_0_normal.png,kitchen2/0/Action_0713_0_normal.png","(female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchentable), (female1, stand , stove) (male1, walk , kitchencounter), (female1, stand , stove) (male1, walk , sink)","(female1, stand , stove) (male1, walk , kitchencounter),(female1, stand , stove) (male1, open, kitchencabinet),(female1, stand , stove) (male1, grab , plate),(female1, stand , stove) (male1, grab , plate)"
